EVENTID|MONTH|BASELOCATION|BENEFICIARYNAME|VENUEADDRESS|COUNCILNAME|PROJECT|CATEGORY|EVENTNAME|EVENTDESCRIPTION|EVENTDATE|TOTALNOOFVOLUNTEERS|TOTALVOLUNTEERHOURS|TOTALTRAVELHOURS|OVERALLVOLUNTEERINGHOURS|LIVESIMPACTED|ACTIVITYTYPE|STATUS|POCID|POCNAME|POCCONTACTNUMBER
EVNT00046611|DEC|Coimbatore|Panchayat Union Primary School, Keeranatham Puthupalayam|Keeranatham Puthupalayam, Coimbatore, Tamil nadu, India-641035|Coimbatore Outreach|Be a Teacher|Multiple Subjects|TEACHING|Teaches English Grammar|13-12-18|5|10|2.5|12.5|22|3|Approved|428944|Bharathi|23456
